asset_type,category,name,platform,hook,post,cta,install_command,repo_url
skill,Growth and retention,churn-prevention,LinkedIn / X,Your AI agent can now handle Churn Prevention like a specialist.,"Most agents give generic advice when you ask for Churn Prevention. The `churn-prevention` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for Use this skill for reducing churn in SaaS and subscription businesses. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `churn-prevention` for the job.",Install it: npx skills add scayver/marketing-skills --skill churn-prevention. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill churn-prevention,https://github.com/scayver/marketing-skills
skill,Growth and retention,co-marketing,LinkedIn / X,Your AI agent can now handle Co Marketing like a specialist.,"Most agents give generic advice when you ask for Co Marketing. The `co-marketing` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for Use this skill for planning and executing co-marketing partnerships and joint campaigns. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `co-marketing` for the job.",Install it: npx skills add scayver/marketing-skills --skill co-marketing. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill co-marketing,https://github.com/scayver/marketing-skills
skill,Content and copy,cold-email,LinkedIn / X,Your AI agent can now handle Cold Email like a specialist.,"Most agents give generic advice when you ask for Cold Email. The `cold-email` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for writing B2B cold emails or follow-up sequences. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `cold-email` for the job.",Install it: npx skills add scayver/marketing-skills --skill cold-email. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill cold-email,https://github.com/scayver/marketing-skills
skill,Growth and retention,community-marketing,LinkedIn / X,Your AI agent can now handle Community Marketing like a specialist.,"Most agents give generic advice when you ask for Community Marketing. The `community-marketing` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for building or improving community-driven growth strategies. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `community-marketing` for the job.",Install it: npx skills add scayver/marketing-skills --skill community-marketing. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill community-marketing,https://github.com/scayver/marketing-skills
skill,Sales and go-to-market,competitor-profiling,LinkedIn / X,Your AI agent can now handle Competitor Profiling like a specialist.,"Most agents give generic advice when you ask for Competitor Profiling. The `competitor-profiling` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for researching and documenting a specific competitor. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `competitor-profiling` for the job.",Install it: npx skills add scayver/marketing-skills --skill competitor-profiling. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill competitor-profiling,https://github.com/scayver/marketing-skills
skill,Sales and go-to-market,competitors,LinkedIn / X,Your AI agent can now handle Competitors like a specialist.,"Most agents give generic advice when you ask for Competitors. The `competitors` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for writing competitor comparison or alternative pages for a website. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `competitors` for the job.",Install it: npx skills add scayver/marketing-skills --skill competitors. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill competitors,https://github.com/scayver/marketing-skills
skill,Content and copy,content-repurposing,LinkedIn / X,Your AI agent can now handle Content Repurposing like a specialist.,"Most agents give generic advice when you ask for Content Repurposing. The `content-repurposing` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for repurpose existing content into new formats, find the best format for a content idea, humanize AI-generated content, or generate social media topic ideas. Activate when the user me. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `content-repurposing` for the job.",Install it: npx skills add scayver/marketing-skills --skill content-repurposing. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill content-repurposing,https://github.com/scayver/marketing-skills
skill,SEO and discovery,content-strategy,LinkedIn / X,Your AI agent can now handle Content Strategy like a specialist.,"Most agents give generic advice when you ask for Content Strategy. The `content-strategy` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for planning a content strategy or deciding what content to create. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `content-strategy` for the job.",Install it: npx skills add scayver/marketing-skills --skill content-strategy. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill content-strategy,https://github.com/scayver/marketing-skills
skill,Content and copy,copy-editing,LinkedIn / X,Your AI agent can now handle Copy Editing like a specialist.,"Most agents give generic advice when you ask for Copy Editing. The `copy-editing` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for reviewing, editing, or improving existing marketing copy, or when refreshing outdated content. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `copy-editing` for the job.",Install it: npx skills add scayver/marketing-skills --skill copy-editing. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill copy-editing,https://github.com/scayver/marketing-skills
skill,Content and copy,copywriting,LinkedIn / X,Your AI agent can now handle Copywriting like a specialist.,"Most agents give generic advice when you ask for Copywriting. The `copywriting` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for writing new marketing copy for any page. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `copywriting` for the job.",Install it: npx skills add scayver/marketing-skills --skill copywriting. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill copywriting,https://github.com/scayver/marketing-skills
skill,Conversion rate optimization,cro,LinkedIn / X,Your AI agent can now handle CRO like a specialist.,"Most agents give generic advice when you ask for CRO. The `cro` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for Use this skill for conversion rate optimization on marketing pages and forms. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `cro` for the job.",Install it: npx skills add scayver/marketing-skills --skill cro. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill cro,https://github.com/scayver/marketing-skills
skill,Strategy and research,customer-research,LinkedIn / X,Your AI agent can now handle Customer Research like a specialist.,"Most agents give generic advice when you ask for Customer Research. The `customer-research` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for conducting, analyzing, or synthesizing customer research. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `customer-research` for the job.",Install it: npx skills add scayver/marketing-skills --skill customer-research. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill customer-research,https://github.com/scayver/marketing-skills
skill,Content and copy,customer-service,LinkedIn / X,Your AI agent can now handle Customer Service like a specialist.,"Most agents give generic advice when you ask for Customer Service. The `customer-service` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for write customer service scripts, support email templates, feedback responses, FAQ content, or help center articles. Activate when the user mentions ""customer service,"" ""support emai. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `customer-service` for the job.",Install it: npx skills add scayver/marketing-skills --skill customer-service. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill customer-service,https://github.com/scayver/marketing-skills
skill,Growth and retention,directory-submissions,LinkedIn / X,Your AI agent can now handle Directory Submissions like a specialist.,"Most agents give generic advice when you ask for Directory Submissions. The `directory-submissions` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for submitting a product to startup, SaaS, AI, agent, or review directories. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `directory-submissions` for the job.",Install it: npx skills add scayver/marketing-skills --skill directory-submissions. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill directory-submissions,https://github.com/scayver/marketing-skills
skill,Content and copy,ecommerce-content,LinkedIn / X,Your AI agent can now handle Ecommerce Content like a specialist.,"Most agents give generic advice when you ask for Ecommerce Content. The `ecommerce-content` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for write or improve product descriptions, category page copy, product feature highlights, product comparisons, Amazon or Shopify listings, FAQ sections, bundle copy, meta titles, or a. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `ecommerce-content` for the job.",Install it: npx skills add scayver/marketing-skills --skill ecommerce-content. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill ecommerce-content,https://github.com/scayver/marketing-skills
skill,"Brand, creator, and communications",education-content,LinkedIn / X,Your AI agent can now handle Education Content like a specialist.,"Most agents give generic advice when you ask for Education Content. The `education-content` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for create course descriptions, learning objectives, training module outlines, lesson plans, workshop descriptions, curriculum maps, or any educational content for learners at any leve. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `education-content` for the job.",Install it: npx skills add scayver/marketing-skills --skill education-content. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill education-content,https://github.com/scayver/marketing-skills
skill,Sales and go-to-market,email-marketing,LinkedIn / X,Your AI agent can now handle Email Marketing like a specialist.,"Most agents give generic advice when you ask for Email Marketing. The `email-marketing` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for write, optimize, or repurpose email marketing campaigns, sequences, newsletters, or individual emails. Activate when the user mentions ""email sequence,"" ""email campaign,"" ""email ma. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `email-marketing` for the job.",Install it: npx skills add scayver/marketing-skills --skill email-marketing. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill email-marketing,https://github.com/scayver/marketing-skills
skill,Content and copy,emails,LinkedIn / X,Your AI agent can now handle Emails like a specialist.,"Most agents give generic advice when you ask for Emails. The `emails` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for creating, planning, or optimizing email sequences, drip campaigns, and lifecycle email programs. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `emails` for the job.",Install it: npx skills add scayver/marketing-skills --skill emails. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill emails,https://github.com/scayver/marketing-skills
skill,Growth and retention,free-tools,LinkedIn / X,Your AI agent can now handle Free Tools like a specialist.,"Most agents give generic advice when you ask for Free Tools. The `free-tools` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for planning or building free tools for marketing purposes. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `free-tools` for the job.",Install it: npx skills add scayver/marketing-skills --skill free-tools. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill free-tools,https://github.com/scayver/marketing-skills
skill,Content and copy,image,LinkedIn / X,Your AI agent can now handle Image like a specialist.,"Most agents give generic advice when you ask for Image. The `image` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for creating, generating, or optimizing marketing images. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `image` for the job.",Install it: npx skills add scayver/marketing-skills --skill image. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill image,https://github.com/scayver/marketing-skills
skill,Content and copy,instagram-carousel,LinkedIn / X,Your AI agent can now handle Instagram Carousel like a specialist.,"Most agents give generic advice when you ask for Instagram Carousel. The `instagram-carousel` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for create Instagram carousel posts, carousel slides, carousel scripts, or Instagram content in a slide format. Also activate when the user mentions ""carousel content,"" ""Instagram slid. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `instagram-carousel` for the job.",Install it: npx skills add scayver/marketing-skills --skill instagram-carousel. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill instagram-carousel,https://github.com/scayver/marketing-skills
skill,Conversion rate optimization,landing-page-cro,LinkedIn / X,Your AI agent can now handle Landing Page CRO like a specialist.,"Most agents give generic advice when you ask for Landing Page CRO. The `landing-page-cro` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for audit or improve a landing page, write conversion-focused copy, optimize CTAs, build an FAQ schema block, translate features into benefits, or maximize conversions on any specific. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `landing-page-cro` for the job.",Install it: npx skills add scayver/marketing-skills --skill landing-page-cro. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill landing-page-cro,https://github.com/scayver/marketing-skills
skill,Sales and go-to-market,launch,LinkedIn / X,Your AI agent can now handle Launch like a specialist.,"Most agents give generic advice when you ask for Launch. The `launch` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for planning a product launch, feature announcement, or release strategy. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `launch` for the job.",Install it: npx skills add scayver/marketing-skills --skill launch. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill launch,https://github.com/scayver/marketing-skills
skill,Growth and retention,lead-magnets,LinkedIn / X,Your AI agent can now handle Lead Magnets like a specialist.,"Most agents give generic advice when you ask for Lead Magnets. The `lead-magnets` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for creating or distributing lead magnets for email capture and lead generation. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `lead-magnets` for the job.",Install it: npx skills add scayver/marketing-skills --skill lead-magnets. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill lead-magnets,https://github.com/scayver/marketing-skills
skill,"Brand, creator, and communications",linkedin-strategy,LinkedIn / X,Your AI agent can now handle Linkedin Strategy like a specialist.,"Most agents give generic advice when you ask for Linkedin Strategy. The `linkedin-strategy` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for build a personal brand on LinkedIn, write LinkedIn posts, optimize a LinkedIn profile, craft connection request messages, create company page content, generate LinkedIn headlines. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `linkedin-strategy` for the job.",Install it: npx skills add scayver/marketing-skills --skill linkedin-strategy. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill linkedin-strategy,https://github.com/scayver/marketing-skills
skill,SEO and discovery,local-seo,LinkedIn / X,Your AI agent can now handle Local SEO like a specialist.,"Most agents give generic advice when you ask for Local SEO. The `local-seo` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for improve local search visibility, write location-based landing pages, create service area content, optimize a Google Business Profile, respond to customer reviews, or develop any co. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `local-seo` for the job.",Install it: npx skills add scayver/marketing-skills --skill local-seo. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill local-seo,https://github.com/scayver/marketing-skills
skill,Strategy and research,marketing-ideas,LinkedIn / X,Your AI agent can now handle Marketing Ideas like a specialist.,"Most agents give generic advice when you ask for Marketing Ideas. The `marketing-ideas` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for generating marketing ideas, strategies, or tactics for SaaS and software products. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `marketing-ideas` for the job.",Install it: npx skills add scayver/marketing-skills --skill marketing-ideas. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill marketing-ideas,https://github.com/scayver/marketing-skills
skill,Strategy and research,marketing-psychology,LinkedIn / X,Your AI agent can now handle Marketing Psychology like a specialist.,"Most agents give generic advice when you ask for Marketing Psychology. The `marketing-psychology` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for Apply psychological principles and behavioral science to marketing copy, pricing, conversion rate optimization, and product decisions. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `marketing-psychology` for the job.",Install it: npx skills add scayver/marketing-skills --skill marketing-psychology. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill marketing-psychology,https://github.com/scayver/marketing-skills
skill,Conversion rate optimization,onboarding,LinkedIn / X,Your AI agent can now handle Onboarding like a specialist.,"Most agents give generic advice when you ask for Onboarding. The `onboarding` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for Optimize post-signup onboarding, user activation, and time-to-value for SaaS products. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `onboarding` for the job.",Install it: npx skills add scayver/marketing-skills --skill onboarding. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill onboarding,https://github.com/scayver/marketing-skills
skill,Conversion rate optimization,paywalls,LinkedIn / X,Your AI agent can now handle Paywalls like a specialist.,"Most agents give generic advice when you ask for Paywalls. The `paywalls` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for Create and optimize in-app paywalls, upgrade screens, upsell modals, and feature gates for SaaS products. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `paywalls` for the job.",Install it: npx skills add scayver/marketing-skills --skill paywalls. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill paywalls,https://github.com/scayver/marketing-skills
skill,Conversion rate optimization,popups,LinkedIn / X,Your AI agent can now handle Popups like a specialist.,"Most agents give generic advice when you ask for Popups. The `popups` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for Create and optimize popups, modals, overlays, slide-ins, announcement banners, and exit-intent captures. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `popups` for the job.",Install it: npx skills add scayver/marketing-skills --skill popups. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill popups,https://github.com/scayver/marketing-skills
skill,"Brand, creator, and communications",pr-communications,LinkedIn / X,Your AI agent can now handle Pr Communications like a specialist.,"Most agents give generic advice when you ask for Pr Communications. The `pr-communications` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for write press releases, media pitches, company announcements, crisis communications, executive quotes, or any strategic PR content. Activate when the user mentions ""press release,"" "". Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `pr-communications` for the job.",Install it: npx skills add scayver/marketing-skills --skill pr-communications. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill pr-communications,https://github.com/scayver/marketing-skills
skill,Sales and go-to-market,pricing,LinkedIn / X,Your AI agent can now handle Pricing like a specialist.,"Most agents give generic advice when you ask for Pricing. The `pricing` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for Pricing strategy, packaging, and monetization decisions for SaaS and software products. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `pricing` for the job.",Install it: npx skills add scayver/marketing-skills --skill pricing. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill pricing,https://github.com/scayver/marketing-skills
skill,Strategy and research,product-marketing,LinkedIn / X,Your AI agent can now handle Product Marketing like a specialist.,"Most agents give generic advice when you ask for Product Marketing. The `product-marketing` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for Create and maintain a product marketing context document covering positioning, ICP definition, messaging hierarchy, competitive differentiation, and value proposition. This skill c. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `product-marketing` for the job.",Install it: npx skills add scayver/marketing-skills --skill product-marketing. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill product-marketing,https://github.com/scayver/marketing-skills
skill,SEO and discovery,programmatic-seo,LinkedIn / X,Your AI agent can now handle Programmatic SEO like a specialist.,"Most agents give generic advice when you ask for Programmatic SEO. The `programmatic-seo` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for Create SEO-driven pages at scale using templates and data. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `programmatic-seo` for the job.",Install it: npx skills add scayver/marketing-skills --skill programmatic-seo. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill programmatic-seo,https://github.com/scayver/marketing-skills
skill,Sales and go-to-market,prospect-research,LinkedIn / X,Your AI agent can now handle Prospect Research like a specialist.,"Most agents give generic advice when you ask for Prospect Research. The `prospect-research` skill gives Claude Code, OpenAI Codex, Cursor, Windsurf, and other Agent Skills-compatible agents a structured workflow for build prospect lists, research accounts, identify buying signals, map decision-makers, qualify outbound leads, find SaaS developer intent, research B2B trigger events, classify loc. Install Marketing Skills OS, start with `product-marketing`, then ask your agent to use `prospect-research` for the job.",Install it: npx skills add scayver/marketing-skills --skill prospect-research. Star the repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills --skill prospect-research,https://github.com/scayver/marketing-skills
